source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
PVL,Epithelial (ambiguous),TGFB3,ACVR1B_TGFBR2,0.11288495,0.0,0.010376533,0.15111264601167068,0.11866945498792314,0.024046244,0.51792985,0.5738987541370539,0.1003219519893253
Macrophages,Plasma cells,LGALS1,ITGB1,1.3076319,0.0,0.83459437,0.14955655334157814,0.13201149932199618,0.0032662684,0.9059749,1.0,0.10032502534956785
Memory T cells,Endothelial cells,TIMP1,CD63,1.2156588,1.0,0.94893146,-0.168964466892211,-0.8711980967291545,0.0031922618,0.9113026,1.0,0.10037277267726954
Luminal epithelial,Endothelial cells,CD24,SELP,1.2154374,0.0,0.9361986,1.0882052816990857,1.9330749611472406,0.25248042,0.91075516,0.01417275537000131,0.10042053037363924
Luminal epithelial,T cells,PIP,CD4,1.3102047,0.0,0.8344784,0.8435757201076066,2.6344134065762246,0.055974033,0.90596896,0.05552975125771883,0.10042053037363924
Endothelial cells,NK cells,HLA-A,APLP2,1.8317508,0.0,0.83444744,0.17960053507174056,0.2868114142775232,0.002748468,0.90596735,1.0,0.10046829843795534
pDC,Epithelial (ambiguous),ADAM10,TSPAN17,0.10498659,0.952,0.010378695,-0.08278420844524352,-0.1265391681784524,0.0034525038,0.51795584,1.0,0.10056094748142186
T cells,Cycling T cells,TGFB1,CXCR4,1.4632429,0.0,0.8342027,0.6673881298280866,0.9079077975821783,0.0058862325,0.9059549,0.48050759547134875,0.10056386566754001
B cells,Memory T cells,LGALS1,PTPRC,1.215323,0.0,1.1834341,0.48175590572198745,0.3330907251047751,0.0042822636,0.9198318,0.683929637340446,0.10056386566754001
Endothelial cells,Luminal epithelial,LAMB2,RPSA,1.2153134,1.0,0.85852957,0.037998227229941034,-0.11840850915368151,0.0092459,0.90717226,1.0,0.10061166483136535
Cycling epithelial,Macrophages,LGALS1,PTPRC,1.2152094,0.0,1.4401126,0.3770567639575601,0.1990135323066966,0.0052110557,0.9267778,1.0,0.10065947436025045
PVL,NK cells,MIF,CD44_CD74,1.2151757,0.036,1.458306,0.13659032914389915,-0.09601744888474772,0.0056326073,0.9272026,1.0,0.10070729425347376
Macrophages,CD8 T cells,PKM,CD44,1.2151526,0.0,1.4649415,0.45590906707863893,0.6914510087422218,0.008094912,0.92735565,0.5202613731710354,0.10075512451031354
Epithelial (ambiguous),Luminal epithelial,HSPG2,LRP2,0.11648254,1.0,0.010384704,0.001582918847547965,-0.3175828297471606,0.007039686,0.5180281,1.0,0.10079993803401191
Endothelial cells,Macrophages,A2M,LRP1,1.2923146,0.0,0.8331568,0.9820855695261799,1.4598701397203642,0.051104266,0.9059014,0.02806257577894909,0.10085081611195612
Epithelial (ambiguous),Luminal epithelial,LYPD3,AGR2,1.3429215,0.0,0.832973,0.7109888767008782,1.953983945779638,0.0774241,0.90589195,0.05552975125771883,0.10089867745531558
T cells,Macrophages,HLA-C,LILRB2,1.4285505,0.0,0.83292335,1.1927958329733175,0.6693821747824891,0.04747964,0.90588945,0.05552975125771883,0.10094654915940499
Endothelial cells,Cycling T cells,LGALS1,CD69,1.2146478,0.0,1.3620305,0.4243505901965746,0.07530016354930202,0.005082132,0.9248637,1.0,0.10094654915940499
Plasma cells,Epithelial (ambiguous),TIMP1,CD63,1.2140939,1.0,1.2601479,-0.18705921542465853,-0.7899281517793385,0.0042392127,0.9221173,1.0,0.10099443122350268
Epithelial (ambiguous),Cycling epithelial,COL18A1,GPC4,0.10267481,1.0,0.010401021,-0.07877122213703265,-0.41385289041365575,0.006789898,0.5182241,1.0,0.1010389072608436
CAFs,Plasma cells,FBLN1,ITGB1,1.3045776,0.0,0.83232164,1.226028492262909,1.4581743538931091,0.021395918,0.90585864,0.05552975125771883,0.10104232364688703
CAFs,CAFs,HSPG2,LRP1,1.2139341,0.0,1.3484862,1.6702378906710431,1.672063882128474,0.17078097,0.92451566,0.000878804340506589,0.10109022642883636
Memory T cells,CD8 T cells,MIF,CD74_CXCR4,1.2138076,1.0,1.177873,-0.35236672257104745,-1.473499482917782,0.0016054913,0.91965795,1.0,0.10113815271133889
Endothelial cells,pDC,CD34,SELL,1.213352,0.0,1.4540286,1.883079898179453,1.902884863344224,0.16610917,0.9271034,0.00027735635683636854,0.10123401006724878
Epithelial (ambiguous),CD8 T cells,MYL9,CD69,1.2928113,0.0,0.83143836,0.7609426994630182,0.4133484980555384,0.0063303346,0.90581334,0.48050759547134875,0.10123401006724878
Luminal epithelial,Macrophages,PTPN6,CD300LF,0.10213777,0.0,0.010405526,0.6264752414593562,0.07946604644168874,0.026226174,0.5182782,0.48050759547134875,0.10127786335580917
Endothelial cells,Basal epithelial,APP,LRP10,1.2132485,0.0,1.3101263,0.6878419129160316,0.8561138697483573,0.021931384,0.9235025,0.05552975125771883,0.10132990884587159
Basal epithelial,T cells,TIMP3,CD44,1.2131215,0.0,1.4368722,0.4729990679663948,0.532688797522294,0.012962981,0.9267013,0.17003090313620162,0.10137787376689623
Basal epithelial,CD8 T cells,LGALS1,ITGB1,1.2131056,0.0,0.93440294,0.09300466831563994,0.025623545425741856,0.0036568793,0.91067713,1.0,0.10142584904143423
T cells,Cycling epithelial,HLA-A,ERBB2,1.6307995,0.0,0.83097064,0.3997879713549172,0.4865493141279134,0.014600622,0.9057894,0.1209935403963028,0.10142584904143423
Epithelial (ambiguous),Basal epithelial,LAMB3,DAG1,0.10596033,0.003,0.010405775,0.14275981055067846,0.06921149621270614,0.008417106,0.51828116,0.9895104166675176,0.10151680631926953
Plasma cells,Epithelial (ambiguous),HSPA8,LDLR,1.2130044,0.001,0.88299096,0.1642270287949495,0.33460233016032487,0.010452074,0.90834844,0.9154563220055468,0.10152183064816345
